,recipe,ingredient,quantity,unit
65861,Burger à la pizzaiola,mozzarella,1,g
65862,Burger à la pizzaiola,trostomaten,400.0,g
65863,Burger à la pizzaiola,rucola,150.0,g
65864,Burger à la pizzaiola,olijven,425.0,g
65876,Ananasroedjak,limoenen,120.0,g
65877,Ananasroedjak,lichtbruine basterdsuiker,24.0,g
65878,Ananasroedjak,ketjap manis,36.0,g
65879,Ananasroedjak,rode peper,20.0,g
65880,Ananasroedjak,ananas,1.0,g
65881,Ananasroedjak,appels,2.0,g
65882,Ananasroedjak,komkommer,400.0,g
65883,Perziksoepje met munt,perziken,4,g
65884,Perziksoepje met munt,limoenen,120.0,g
65885,Perziksoepje met munt,verse munt,15.0,g
65886,Perziksoepje met munt,witte port,200.0,g
65887,Perziksoepje met munt,crème fraîche,60.0,g
65888,Citroenmascarpone met rood fruit,citroen,65.0,g
65889,Citroenmascarpone met rood fruit,mascarpone,250.0,g
65890,Citroenmascarpone met rood fruit,halfvolle yoghurt,100.0,g
65891,Citroenmascarpone met rood fruit,verse frambozen,150.0,g
65892,Citroenmascarpone met rood fruit,verse rode bes,150.0,g
65893,Citroenmascarpone met rood fruit,lemon curd,36.0,g
65894,Watermeloen met witte kaas,watermeloen,500.0,g
65895,Watermeloen met witte kaas,verse basilicum,15.0,g
65896,Watermeloen met witte kaas,witte kaas,200.0,g
65897,Watermeloen met witte kaas,zongerijpte Taggia olijven,130.0,g
65898,Watermeloen met witte kaas,olijfolie,8,g
65899,Chinese omelet met roerbakgroenten,middelgroot ei,480.0,g
65900,Chinese omelet met roerbakgroenten,zonnebloemolie,72.0,g
65901,Chinese omelet met roerbakgroenten,wokgroente,800.0,g
65902,Chinese omelet met roerbakgroenten,ketjap manis,48.0,g
65903,Chinese omelet met roerbakgroenten,tomato frito,350.0,g
65904,Chinese omelet met roerbakgroenten,gembersiroop,36.0,g
65913,Snelle chili,chilibonen,200.0,g
65914,Snelle chili,maiskorrels,100.0,g
65915,Snelle chili,trostomaten,300.0,g
65916,Snelle chili,tacoschelpen,11.0,g
65917,Snelle chili,zonnebloemolie,24.0,g
65918,Snelle chili,runderreepjes,250.0,g
65919,Snelle chili,salsasaus mild,200.0,g
65920,Snelle chili,sla,200.0,g
65921,Oosterse lekkerbekjes,gele rijst,400.0,g
65922,Oosterse lekkerbekjes,sperziebonen,600.0,g
65923,Oosterse lekkerbekjes,oestersaus,33,g
65924,Oosterse lekkerbekjes,sambal,8.0,g
65925,Oosterse lekkerbekjes,verse gember,15.0,g
65926,Oosterse lekkerbekjes,lekkerbekjes,400.0,g
65927,Citrussalade met citroen sorbetijs,rode grapefruit,150.0,g
65928,Citrussalade met citroen sorbetijs,perssinaasappels,2,g
65929,Citrussalade met citroen sorbetijs,citroen,65.0,g
65930,Citrussalade met citroen sorbetijs,poedersuiker,12,g
65931,Citrussalade met citroen sorbetijs,sorbetijs citroen,200.0,g
65938,Hazelnoot-affogato,Hazelnoten,36.0,g
65939,Hazelnoot-affogato,schenkhoning,12.0,g
65940,Hazelnoot-affogato,espresso,7.2,g
65941,Hazelnoot-affogato,slagroomijs,200.0,g
65963,Couscous met pittenmix,ui,100.0,g
65964,Couscous met pittenmix,verse platte peterselie,30.0,g
65965,Couscous met pittenmix,radijs,300.0,g
65966,Couscous met pittenmix,couscous,300.0,g
65967,Couscous met pittenmix,zout,4.0,g
65968,Couscous met pittenmix,citroen,65.0,g
65969,Couscous met pittenmix,kokend water,400.0,g
65970,Couscous met pittenmix,witte kaasblokjes in kruidenolie,300.0,g
65971,Couscous met pittenmix,diepvries sugarsnaps,400.0,g
65972,Couscous met pittenmix,saladepittenmix,40.0,g
65979,Spaghetti met saus,ui,200.0,g
65980,Spaghetti met saus,bleekselderij,1000.0,g
65981,Spaghetti met saus,courgette,300.0,g
65982,Spaghetti met saus,olijfolie extra vierge,21,g
65983,Spaghetti met saus,passata di pomodoro,720,g
65984,Spaghetti met saus,rozijnen,100.0,g
65985,Spaghetti met saus,volkorenspaghetti,300.0,g
65986,Spaghetti met saus,chipolataworstje,300.0,g
65987,Lasagnesalade,verse basilicum,15.0,g
65988,Lasagnesalade,knoflook,4.0,g
65989,Lasagnesalade,olijfolie,29,g
65990,Lasagnesalade,zout,2.0,g
65991,Lasagnesalade,trostomaten,800.0,g
65992,Lasagnesalade,mozzarella,2,g
65993,Lasagnesalade,lasagnebladen,300.0,g
65994,Lasagnesalade,rucola,150.0,g
65999,Aspergesalade met champignons,verse tijm,15.0,g
66000,Aspergesalade met champignons,olijfolie,33,g
66001,Aspergesalade met champignons,Asperges,450.0,g
66002,Aspergesalade met champignons,kastanjechampignons,250.0,g
66003,Aspergesalade met champignons,balsamicoazijn,500.0,g
66004,Aspergesalade met champignons,mozzarella,1,g
66005,Aspergesalade met champignons,parmezaanse kaas,100.0,g
66010,Gambaspiesen met paprika en ananas,reuzengarnalen,450.0,g
66011,Gambaspiesen met paprika en ananas,woksaus teriyaki,90.0,g
66012,Gambaspiesen met paprika en ananas,gegrilde rode paprika,185.0,g
66013,Gambaspiesen met paprika en ananas,verse ananasstukjes,200.0,g
66028,Varkenshaas­spiesen met bosui,olijfolie,12,g
66029,Varkenshaas­spiesen met bosui,gedroogde oregano,4.0,g
66030,Varkenshaas­spiesen met bosui,varkenshaas,400.0,g
66031,Varkenshaas­spiesen met bosui,gedroogde pruimen,640.0,g
66032,Varkenshaas­spiesen met bosui,ontbijtspek,16,g
66033,Varkenshaas­spiesen met bosui,bosui,250.0,g
66034,Oosterse filetlapjes en komkommer,verse gember,15.0,g
66035,Oosterse filetlapjes en komkommer,sojasaus,20.76,g
66036,Oosterse filetlapjes en komkommer,olijfolie,8,g
66037,Oosterse filetlapjes en komkommer,sesamolie,10.0,g
66038,Oosterse filetlapjes en komkommer,donkerbruine basterdsuiker,6.0,g
66039,Oosterse filetlapjes en komkommer,knoflook,16.0,g
66040,Oosterse filetlapjes en komkommer,varkensfiletlapjes à la minute,300.0,g
66041,Oosterse filetlapjes en komkommer,komkommers,800.0,g
66042,Oosterse filetlapjes en komkommer,zoete chilisaus,72.0,g
66043,Biefstuk met chili-tomatensaus,biefstukken,1000.0,g
66044,Biefstuk met chili-tomatensaus,knoflook,16.0,g
66045,Biefstuk met chili-tomatensaus,rode peper,20.0,g
66046,Biefstuk met chili-tomatensaus,olijfolie,16,g
66047,Biefstuk met chili-tomatensaus,zout,2.0,g
66048,Biefstuk met chili-tomatensaus,zoete chilisaus,96.0,g
66049,Biefstuk met chili-tomatensaus,tomatenblokjes,400.0,g
66056,Andijviesalade met gorgonzola,andijvie,800.0,g
66057,Andijviesalade met gorgonzola,pruimen,500.0,g
66058,Andijviesalade met gorgonzola,olijfolie,21,g
66059,Andijviesalade met gorgonzola,knoflook,8.0,g
66060,Andijviesalade met gorgonzola,champignons,250.0,g
66061,Andijviesalade met gorgonzola,honing,24.0,g
66062,Andijviesalade met gorgonzola,azijn,500.0,g
66063,Andijviesalade met gorgonzola,Italiaanse kaas,30.0,g
66068,Komkommer-mangosalade,rode ui,100.0,g
66069,Komkommer-mangosalade,limoen,60.0,g
66070,Komkommer-mangosalade,vissaus,22.5,g
66071,Komkommer-mangosalade,verse mango,130.0,g
66072,Komkommer-mangosalade,komkommer,400.0,g
66073,Komkommer-mangosalade,pinda,36.0,g
66074,Coleslaw met cranberry's,mayonaise,36.0,g
66075,Coleslaw met cranberry's,kruidenazijn,24.0,g
66076,Coleslaw met cranberry's,Kool,300.0,g
66077,Coleslaw met cranberry's,bleekselderij,125.0,g
66078,Coleslaw met cranberry's,gedroogde cranberry's,75.0,g
66079,Coleslaw met cranberry's,bieslook,125.0,g
66080,Kikkererwtensalade,olijfolie,16,g
66081,Kikkererwtensalade,spinazie,400.0,g
66082,Kikkererwtensalade,rode uien,200.0,g
66083,Kikkererwtensalade,karwijzaad,2.0,g
66084,Kikkererwtensalade,kikkererwten,400.0,g
66085,Kikkererwtensalade,geraspte bietjes,400.0,g
66086,Kikkererwtensalade,citroen,65.0,g
66087,Courgette-walnootsalade,courgette,300.0,g
66088,Courgette-walnootsalade,cherrytomaten,500.0,g
66089,Courgette-walnootsalade,extra vierge olijfolie,110.4,g
66090,Courgette-walnootsalade,verse basilicum,15.0,g
66091,Courgette-walnootsalade,ongebrande walnoten,50,g
66092,Courgette-walnootsalade,knoflook,8.0,g
66093,Courgette-walnootsalade,citroensap,15.0,g
66094,Venkel met grapefruit,venkelknollen,280.0,g
66095,Venkel met grapefruit,rode grapefruits,300.0,g
66096,Venkel met grapefruit,olijfolie extra vierge,16,g
66097,Venkel met grapefruit,grof zeezout,2.0,g
66098,Venkel met grapefruit,zwarte olijven,50.0,g
66105,Gnocchi met groene asperges,verse groene asperge,500.0,g
66106,Gnocchi met groene asperges,rode ui,200.0,g
66107,Gnocchi met groene asperges,ongezouten roomboter,50,g
66108,Gnocchi met groene asperges,gnocchi,500.0,g
66109,Gnocchi met groene asperges,rucola,75.0,g
66110,Gnocchi met groene asperges,geitenkaas,145.0,g
66111,Spaghetti alla mollica,witbrood,70.0,g
66112,Spaghetti alla mollica,spaghetti,300.0,g
66113,Spaghetti alla mollica,ansjovisfilets,85.0,g
66114,Spaghetti alla mollica,rode peper,20.0,g
66115,Spaghetti alla mollica,uien,400.0,g
66116,Spaghetti alla mollica,kappertjes,80.0,g
66117,Spaghetti alla mollica,platte peterselie,12,g
66118,Spaghetti alla mollica,parmezaanse kaas,100.0,g
66126,Farfalle met tonijn-citroensaus,farfalle,300.0,g
66127,Farfalle met tonijn-citroensaus,citroen,65.0,g
66128,Farfalle met tonijn-citroensaus,tonijnstukken in zonnebloemolie,290.0,g
66129,Farfalle met tonijn-citroensaus,courgettes,600.0,g
66130,Farfalle met tonijn-citroensaus,knoflook,16.0,g
66131,Farfalle met tonijn-citroensaus,ricotta,250.0,g
66132,Farfalle met tonijn-citroensaus,platte peterselie,12,g
66141,Aardappel-hamsalade,aardappelsalade,700.0,g
66142,Aardappel-hamsalade,mosterd,20.0,g
66143,Aardappel-hamsalade,bleekselderij,1500.0,g
66144,Aardappel-hamsalade,achterham,200.0,g
66145,Aardappel-hamsalade,romaatjes,250.0,g
66146,Aardappel-hamsalade,augurken,1500.0,g
66147,Aardappel-hamsalade,veldsla,100.0,g
66158,Spek-uispiesen,speklapjes tandoori,250.0,g
66159,Spek-uispiesen,Amsterdamse uien,118.0,g
66160,Spek-uispiesen,komijnzaad,12.0,g
66161,Spek-uispiesen,yoghurt,120.0,g
66162,Spek-uispiesen,olijfolie extra vierge,12,g
66163,Komkommer-radijsgazpacho,komkommers,800.0,g
66164,Komkommer-radijsgazpacho,radijs,150.0,g
66165,Komkommer-radijsgazpacho,mierikswortel,12.0,g
66166,Komkommer-radijsgazpacho,yoghurt,200.0,g
66167,Komkommer-radijsgazpacho,munt,12,g
66168,Komkommer-radijsgazpacho,ijsblokjes,200.0,g
66169,Komkommer-radijsgazpacho,witte kaas,100.0,g
66176,Siciliaanse knoflookgarnalen,diepvries reuzengarnaal,500.0,g
66177,Siciliaanse knoflookgarnalen,perssinaasappel,1,g
66178,Siciliaanse knoflookgarnalen,verse tijm,15.0,g
66179,Siciliaanse knoflookgarnalen,knoflook,16.0,g
66180,Siciliaanse knoflookgarnalen,olijfolie extra vierge,16,g
66181,Siciliaanse knoflookgarnalen,tomaat,280.0,g
66182,Siciliaanse knoflookgarnalen,rode ui,200.0,g
66183,Kabeljauw-hampakketjes,verse snijbonen,400.0,g
66184,Kabeljauw-hampakketjes,citroen,65.0,g
66185,Kabeljauw-hampakketjes,olijfolie extra vierge,25,g
66186,Kabeljauw-hampakketjes,amandelen dry roasted,125.0,g
66187,Kabeljauw-hampakketjes,verse kabeljauwfilet,300.0,g
66188,Kabeljauw-hampakketjes,serranoham,80.0,g
66189,Kabeljauw-hampakketjes,takje rozemarijn,15.0,g
66204,Mosselpannetje met bier,verse mosselen,2000.0,g
66205,Mosselpannetje met bier,sjalot,40.0,g
66206,Mosselpannetje met bier,knoflook,16.0,g
66207,Mosselpannetje met bier,traditionele olijfolie,24.0,g
66208,Mosselpannetje met bier,verse Italiaanse roerbakgroente,400.0,g
66209,Mosselpannetje met bier,blondbier,82500.0,g
66210,Aubergine met lam en couscous,couscous,300.0,g
66211,Aubergine met lam en couscous,olijfolie,16,g
66212,Aubergine met lam en couscous,lamsworstjes,200.0,g
66213,Aubergine met lam en couscous,aubergine,150.0,g
66214,Aubergine met lam en couscous,ui,100.0,g
66215,Aubergine met lam en couscous,gemalen komijn,4.0,g
66216,Aubergine met lam en couscous,munt,12,g
66217,Aubergine met lam en couscous,tomaten,280.0,g
66218,Aubergine met lam en couscous,kikkererwten,400.0,g
66219,Mediterrane campingpasta,schelpjespasta,300.0,g
66220,Mediterrane campingpasta,paprikamix,1,g
66221,Mediterrane campingpasta,mozzarella,200,g
66222,Mediterrane campingpasta,ansjovisfilets in olie in blik,45.0,g
66223,Mediterrane campingpasta,knoflook,8.0,g
66224,Mediterrane campingpasta,kappertjes,100.0,g
66225,Mediterrane campingpasta,verse basilicum,15.0,g
66226,Mediterrane campingpasta,verse ciabatta,250.0,g
66236,Coq au camping,ui,200.0,g
66237,Coq au camping,champignons,250.0,g
66238,Coq au camping,prei,800.0,g
66239,Coq au camping,Spek,250.0,g
66240,Coq au camping,kipdrumstick,600.0,g
66241,Coq au camping,minikrieltjes,700.0,g
66242,Coq au camping,verse tijm,15.0,g
66243,Coq au camping,rode wijn,250.0,g
66244,Coq au camping,Tomaten,500.0,g
66245,Coq au camping,kippenbouillontablet,10.0,g
66246,Camping kedgeree,water,800.0,g
66247,Camping kedgeree,ongezouten roomboter,30,g
66248,Camping kedgeree,courgette,600.0,g
66249,Camping kedgeree,gele rijst,325.0,g
66250,Camping kedgeree,tikka masala kruidenpasta,80.0,g
66251,Camping kedgeree,makreelfilet in blik,250.0,g
66252,Camping kedgeree,tomaten,280.0,g
66253,Camping kedgeree,bosui,750.0,g
66254,Camping kedgeree,verse platte peterselie,20.0,g
66255,Piri piri drumsticks met tzatziki,rode peper,20.0,g
66256,Piri piri drumsticks met tzatziki,olijfolie,16,g
66257,Piri piri drumsticks met tzatziki,knoflook,16.0,g
66258,Piri piri drumsticks met tzatziki,paprikapoeder,4,g
66259,Piri piri drumsticks met tzatziki,zout,2.0,g
66260,Piri piri drumsticks met tzatziki,kipdrumsticks,800.0,g
66261,Piri piri drumsticks met tzatziki,tzatziki,200.0,g
66262,Piri piri drumsticks met tzatziki,munt,12,g
66271,Vegan wraps met hummus en gegrilde paprika,meergranen tortillawrap,496.0,g
66272,Vegan wraps met hummus en gegrilde paprika,hummus,200.0,g
66273,Vegan wraps met hummus en gegrilde paprika,gegrilde rode paprika's in pot,295.0,g
66274,Vegan wraps met hummus en gegrilde paprika,zwarte olijven zonder pit,240.0,g
66275,Vegan wraps met hummus en gegrilde paprika,rucola,75.0,g
66276,'Indische' gehaktballetjes met zoete saus,half om half gehakt,500.0,g
66277,'Indische' gehaktballetjes met zoete saus,ketjap,72.0,g
66278,'Indische' gehaktballetjes met zoete saus,pindakaas met stukjes noot,12,g
66279,'Indische' gehaktballetjes met zoete saus,sambal oelek,4.0,g
66280,'Indische' gehaktballetjes met zoete saus,zoete chilisaus,36.0,g
66290,Aubergine met bosui,aubergines,300.0,g
66291,Aubergine met bosui,zeezout,45.0,g
66292,Aubergine met bosui,bosui,300.0,g
66293,Aubergine met bosui,olijfolie,25,g
66294,Aubergine met bosui,munt,12,g
66295,Aubergine met bosui,koriander,15.0,g
66296,Aubergine met bosui,citroen,65.0,g
66305,Chocoladeharten,melkchocolade,80.0,g
66306,Chocoladeharten,schrijfstiften,100.0,g
66330,Avocadosalade met Hollandse garnalen en mango,rucola slamelange,150.0,g
66331,Avocadosalade met Hollandse garnalen en mango,crème fraîche,150.0,g
66332,Avocadosalade met Hollandse garnalen en mango,citroensap,60.0,g
66333,Avocadosalade met Hollandse garnalen en mango,verse mango,130.0,g
66334,Avocadosalade met Hollandse garnalen en mango,avocado,500.0,g
66335,Avocadosalade met Hollandse garnalen en mango,Hollandse garnalen,100.0,g
66336,Tortelloni met ham en pesto,champignons,250.0,g
66337,Tortelloni met ham en pesto,prei,800.0,g
66338,Tortelloni met ham en pesto,traditionele olijfolie,24.0,g
66339,Tortelloni met ham en pesto,Ham,250.0,g
66340,Tortelloni met ham en pesto,crème fraîche,240.0,g
66341,Tortelloni met ham en pesto,verse basillicumpesto,50.0,g
66342,Tortelloni met ham en pesto,verse tortelloni con formaggio e noci,500.0,g
66351,Vegetarische paella,verse sperziebonen,300.0,g
66352,Vegetarische paella,artisjokhartinblik,400.0,g
66353,Vegetarische paella,rode puntpaprika,260.0,g
66354,Vegetarische paella,rode peper,40.0,g
66355,Vegetarische paella,knoflook,32.0,g
66356,Vegetarische paella,ui,200.0,g
66357,Vegetarische paella,groentebouillon,20.0,g
66358,Vegetarische paella,kraanwater,1000.0,g
66359,Vegetarische paella,saffraan,0.05,g
66360,Vegetarische paella,trostomaat,600.0,g
66361,Vegetarische paella,traditionele olijfolie,60.0,g
66362,Vegetarische paella,paprikapoeder,4,g
66363,Vegetarische paella,risottorijst,300.0,g
66364,Half-uurtje paella met vis,saffraan,0.05,g
66365,Half-uurtje paella met vis,kippenbouillon van tablet,1000.0,g
66366,Half-uurtje paella met vis,diepvries reuzengarnaal,250.0,g
66367,Half-uurtje paella met vis,trostomaat,600.0,g
66368,Half-uurtje paella met vis,ui,200.0,g
66369,Half-uurtje paella met vis,knoflook,32.0,g
66370,Half-uurtje paella met vis,chorizoworst,250.0,g
66371,Half-uurtje paella met vis,traditionele olijfolie,24.0,g
66372,Half-uurtje paella met vis,risottorijst,300.0,g
66373,Half-uurtje paella met vis,verse sperziebonen,300.0,g
66374,Half-uurtje paella met vis,verse kabeljauwfilet,250.0,g
66375,Half-uurtje paella met vis,cherrytomaten,250.0,g
66376,Paella,saffraan,4.0,g
66377,Paella,hete kippenbouillon,1000.0,g
66378,Paella,trostomaten,600.0,g
66379,Paella,olijfolie,21,g
66380,Paella,uien,200.0,g
66381,Paella,chorizo,7.1,g
66382,Paella,knoflook,32.0,g
66383,Paella,risottorijst,300.0,g
66401,Tsjechische varkenslapjes,zelfrijzend bakmeel,200.0,g
66402,Tsjechische varkenslapjes,ei,50.0,g
66403,Tsjechische varkenslapjes,zout,2.0,g
66404,Tsjechische varkenslapjes,halfvolle melk,100.0,g
66405,Tsjechische varkenslapjes,boter,25.0,g
66406,Tsjechische varkenslapjes,filetlapjes,200.0,g
66407,Tsjechische varkenslapjes,uien,200.0,g
66408,Tsjechische varkenslapjes,karwijzaad,4.0,g
66409,Tsjechische varkenslapjes,zuurkool,520.0,g
66410,Vanille-ijstopping kokos-gember,gemalen kokos,48.0,g
66411,Vanille-ijstopping kokos-gember,stemgember,120.0,g
66412,Fruitsalade met chocoladesaus,ananas,0.5,g
66413,Fruitsalade met chocoladesaus,mango,130.0,g
66414,Fruitsalade met chocoladesaus,bananen,500.0,g
66415,Fruitsalade met chocoladesaus,kiwi's,150.0,g
66416,Fruitsalade met chocoladesaus,chocolade,100.0,g
66417,Fruitsalade met chocoladesaus,kokosmelk,200.0,g
66418,Fruitsalade met chocoladesaus,lychees,300.0,g
66419,Ierse gehaktpie,kruimige aardappelen,1500.0,g
66420,Ierse gehaktpie,boter,750.0,g
66421,Ierse gehaktpie,ui,100.0,g
66422,Ierse gehaktpie,bleekselderij,750.0,g
66423,Ierse gehaktpie,winterpeen,250.0,g
66424,Ierse gehaktpie,lamsworstjes,400.0,g
66425,Ierse gehaktpie,bloem,750.0,g
66426,Ierse gehaktpie,rundvleesbouillon,500.0,g
66427,Oekraïense kip kiev,meergranenrijst,400.0,g
66428,Oekraïense kip kiev,knoflook,8.0,g
66429,Oekraïense kip kiev,peterselie,1,g
66430,Oekraïense kip kiev,boter,100.0,g
66431,Oekraïense kip kiev,kipfilet,350.0,g
66432,Oekraïense kip kiev,ei,50.0,g
66433,Oekraïense kip kiev,paneermeel,21,g
66434,Oekraïense kip kiev,paprikamix,1,g
66435,Engelse vispastei met tuinerwten,boter,750.0,g
66436,Engelse vispastei met tuinerwten,ui,100.0,g
66437,Engelse vispastei met tuinerwten,bloem,750.0,g
66438,Engelse vispastei met tuinerwten,volle melk,500.0,g
66439,Engelse vispastei met tuinerwten,koolvisfilet,200.0,g
66440,Engelse vispastei met tuinerwten,mais,200.0,g
66441,Engelse vispastei met tuinerwten,tuinerwten,300.0,g
66442,Engelse vispastei met tuinerwten,bladerdeeg,750.0,g
66443,Spaanse bonenschotel met vis,gele rijst,400.0,g
66444,Spaanse bonenschotel met vis,munt,3,g
66445,Spaanse bonenschotel met vis,olijfolie,4,g
66446,Spaanse bonenschotel met vis,chorizo,75.0,g
66447,Spaanse bonenschotel met vis,ui,100.0,g
66448,Spaanse bonenschotel met vis,gepelde tomaten,800.0,g
66449,Spaanse bonenschotel met vis,tuinbonen,300.0,g
66450,Spaanse bonenschotel met vis,koolvisfilet,300.0,g
66451,Russische bietenstamp met kool,aardappel,1500.0,g
66452,Russische bietenstamp met kool,eieren,100.0,g
66453,Russische bietenstamp met kool,gekookte bieten,500.0,g
66454,Russische bietenstamp met kool,rodekool,200.0,g
66455,Russische bietenstamp met kool,ui,100.0,g
66456,Russische bietenstamp met kool,zure room,200.0,g
66457,Russische bietenstamp met kool,dille,7.5,g
66458,Russische bietenstamp met kool,grillworst,15.0,g
66467,Kroatische rizot met mosselen,olijfolie,21,g
66468,Kroatische rizot met mosselen,uien,200.0,g
66469,Kroatische rizot met mosselen,risottorijst,300.0,g
66470,Kroatische rizot met mosselen,kippenbouillon,500.0,g
66471,Kroatische rizot met mosselen,Tomaten,520.0,g
66472,Kroatische rizot met mosselen,mosselen,300,g
66473,Kroatische rizot met mosselen,kropsla,400.0,g
66474,Kroatische rizot met mosselen,basilicum,250.0,g
66483,Vanille-ijstopping praline,suiker,100.0,g
66484,Vanille-ijstopping praline,Hazelnoten,35.0,g
66485,Zuurkoolschotel met worst en champignons,kruimige aardappelen,1000.0,g
66486,Zuurkoolschotel met worst en champignons,champignons,250.0,g
66487,Zuurkoolschotel met worst en champignons,knakworst,200.0,g
66488,Zuurkoolschotel met worst en champignons,paprika,1,g
66489,Zuurkoolschotel met worst en champignons,ui,100.0,g
66490,Zuurkoolschotel met worst en champignons,gedroogde oregano,2.0,g
66491,Zuurkoolschotel met worst en champignons,zuurkool,520.0,g
66492,Zuurkoolschotel met worst en champignons,honing,12.0,g
66493,Portugese kabeljauw met paprika,aardappel,1000.0,g
66494,Portugese kabeljauw met paprika,olijfolie,25,g
66495,Portugese kabeljauw met paprika,knoflook,16.0,g
66496,Portugese kabeljauw met paprika,tomaten,280.0,g
66497,Portugese kabeljauw met paprika,gegrilde paprika,185.0,g
66498,Portugese kabeljauw met paprika,kabeljauwfilet,300.0,g
66499,Portugese kabeljauw met paprika,uien,300.0,g
66500,Portugese kabeljauw met paprika,platte peterselie,6,g
66501,Italiaanse citroenpasta,schelpjespasta,300.0,g
66502,Italiaanse citroenpasta,citroen,65.0,g
66503,Italiaanse citroenpasta,knoflook,8.0,g
66504,Italiaanse citroenpasta,verse slagroom,200.0,g
66505,Italiaanse citroenpasta,traditionele olijfolie,48.0,g
66506,Italiaanse citroenpasta,courgette,600.0,g
66507,Italiaanse citroenpasta,vegetarische worstjes,175.0,g
66508,Vissoep,winterpeen,250.0,g
66509,Vissoep,prei,400.0,g
66510,Vissoep,traditionele olijfolie,24.0,g
66511,Vissoep,Aardappel,150.0,g
66512,Vissoep,visbouillon,1000.0,g
66513,Vissoep,basisvoorpastasausItaliaansekruiden,250.0,g
66514,Vissoep,diepvries kabeljauwfilet,400.0,g
66515,Vissoep,vers stokbrood,200.0,g
66516,Bieten-haring-aardappelsalade,aardappel,800.0,g
66517,Bieten-haring-aardappelsalade,gekookte bieten,500.0,g
66518,Bieten-haring-aardappelsalade,[],200.0,g
66519,Bieten-haring-aardappelsalade,slagroom,125.0,g
66520,Bieten-haring-aardappelsalade,mosterd,23.0,g
66521,Bieten-haring-aardappelsalade,dille,15.0,g
66522,Bieten-haring-aardappelsalade,kappertjes,40.0,g
66523,Bieten-haring-aardappelsalade,rode ui,100.0,g
66524,Zomerstoof met worstjes,bakbacon,150.0,g
66525,Zomerstoof met worstjes,ui,100.0,g
66526,Zomerstoof met worstjes,traditionele olijfolie,24.0,g
66527,Zomerstoof met worstjes,verse Catalaanse braadworst,270.0,g
66528,Zomerstoof met worstjes,vastkokende aardappelen,800.0,g
66529,Zomerstoof met worstjes,verse sperziebonen,600.0,g
66530,Zomerstoof met worstjes,runderbouillontablet,5.0,g
66531,Zomerstoof met worstjes,kraanwater,500.0,g
66532,Zomerstoof met worstjes,verse platte peterselie,20.0,g
66533,Risotto met kropsla en garnalen,ongezouten roomboter,30,g
66534,Risotto met kropsla en garnalen,ui,200.0,g
66535,Risotto met kropsla en garnalen,knoflook,16.0,g
66536,Risotto met kropsla en garnalen,risottorijst,300.0,g
66537,Risotto met kropsla en garnalen,kippenbouillon van tablet,1000.0,g
66538,Risotto met kropsla en garnalen,kropsla,400.0,g
66539,Risotto met kropsla en garnalen,verse bieslook,25.0,g
66540,Risotto met kropsla en garnalen,verse roze garnaal,250.0,g
66541,Wraps met ijsbergsla,olijfolie extra vierge,16,g
66542,Wraps met ijsbergsla,gemalen komijn,4.0,g
66543,Wraps met ijsbergsla,paprikapoeder,4,g
66544,Wraps met ijsbergsla,magere varkensreepjes,425.0,g
66545,Wraps met ijsbergsla,tomaten,280.0,g
66546,Wraps met ijsbergsla,krop ijsbergsla,400.0,g
66547,Wraps met ijsbergsla,meergranen tortillawrap,496.0,g
66548,Wraps met ijsbergsla,crème fraîche,240.0,g
66549,Kabeljauwburger en pittige boontjes,meergranenrijst,400.0,g
66550,Kabeljauwburger en pittige boontjes,sperziebonen,600.0,g
66551,Kabeljauwburger en pittige boontjes,rode pepers,40.0,g
66552,Kabeljauwburger en pittige boontjes,olijfolie,16,g
66553,Kabeljauwburger en pittige boontjes,knoflook,16.0,g
66554,Kabeljauwburger en pittige boontjes,paprikapoeder,2,g
66555,Kabeljauwburger en pittige boontjes,tomatenblokjes,400.0,g
66556,Kabeljauwburger en pittige boontjes,kabeljauwburgers,280.0,g
66557,Griekse yoghurt met frambozen,muesli,100,g
66558,Griekse yoghurt met frambozen,gemalen kokos,36.0,g
66559,Griekse yoghurt met frambozen,appelsap,92.0,g
66560,Griekse yoghurt met frambozen,honing,48.0,g
66561,Griekse yoghurt met frambozen,frambozen,125.0,g
66562,Griekse yoghurt met frambozen,yoghurt,240.0,g
66563,Risotto met kip en walnoten,ui,100.0,g
66564,Risotto met kip en walnoten,fijne diepvries tuinerwten,300.0,g
66565,Risotto met kip en walnoten,Kipfilet,160.0,g
66566,Risotto met kip en walnoten,verse bieslook,25.0,g
66567,Risotto met kip en walnoten,kippenbouillon van tablet,1000.0,g
66568,Risotto met kip en walnoten,traditionele olijfolie,48.0,g
66569,Risotto met kip en walnoten,risottorijst,300.0,g
66570,Risotto met kip en walnoten,droge witte wijn,125.0,g
66571,Risotto met kip en walnoten,ongezouten roomboter,35,g
66572,Risotto met kip en walnoten,parmezaanse kaas,75.0,g
66573,Risotto met kip en walnoten,ongebrande walnoten,75,g
66574,Risotto met kip en walnoten,walnotenolie,45.0,g
66575,Pastasalade met kaas en tuinbonen,rigatoni,300.0,g
66576,Pastasalade met kaas en tuinbonen,fijne tuinbonen,450.0,g
66577,Pastasalade met kaas en tuinbonen,gemarineerde artisjokharten,300.0,g
66578,Pastasalade met kaas en tuinbonen,rode uien,200.0,g
66579,Pastasalade met kaas en tuinbonen,suiker,15.0,g
66580,Pastasalade met kaas en tuinbonen,wittewijnazijn,15.0,g
